Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,2645,1227,3500.0,3348.6215941398814,7.991600000082144,14368.854499999998,130022.5550094518,4.409997169996493,2.0457718440777684,3500,4800,5500,6100,7900,10000,11000,11000,13000,14000,14000
POST,/api/customer/owners,706,307,640.0,1618.6251565155783,7.730100000003404,14365.886700000032,99.56798866855524,1.177110775810028,0.5118597849485532,660,1600,2700,3300,4600,5800,8000,9700,14000,14000,14000
GET,/api/customer/owners/1,189,86,460.0,1598.6425174603187,8.716899999967609,12359.527500000013,139.2804232804233,0.315118890408067,0.14338743161425271,460,1400,2600,3400,4400,6100,10000,11000,12000,12000,12000
GET,/api/customer/owners/10,190,84,620.0,1504.6394405263125,9.02459999997518,11373.992600000009,140.07368421052632,0.31678618612451176,0.1400528401813631,620,1500,2600,3100,4400,5500,8300,10000,11000,11000,11000
GET,/api/customer/owners/2,191,83,720.0,1783.8589314136177,8.004099999993741,11712.258599999985,139.51832460732984,0.31845348184095656,0.1383855444649183,720,2200,3300,3700,4500,6900,8800,11000,12000,12000,12000
GET,/api/customer/owners/3,210,91,640.0,1709.6439385714318,8.192399999984445,11138.209500000015,138.36666666666667,0.35013210045340776,0.15172391019647669,640,1700,2900,3400,4700,6500,9400,11000,11000,11000,11000
GET,/api/customer/owners/4,187,86,460.0,1560.0835614973287,9.060599999997976,12945.129199999996,138.27807486631016,0.3117842989751774,0.14338743161425271,460,1400,2600,3200,4600,5400,9500,11000,13000,13000,13000
GET,/api/customer/owners/5,223,104,460.0,1472.1909067264567,8.130499999992935,11998.630100000013,138.92825112107624,0.3718069447671902,0.17339875451025907,460,1600,2500,3200,4200,5100,6300,7700,12000,12000,12000
GET,/api/customer/owners/6,200,87,630.0,1828.0250104999968,8.362799999986237,12936.395500000002,137.83,0.33345914328895976,0.1450547273306975,640,2200,3300,3800,5100,6100,7700,13000,13000,13000,13000
GET,/api/customer/owners/7,190,80,800.0,1602.968506842105,8.379900000022644,10392.295100000012,139.31578947368422,0.31678618612451176,0.1333836573155839,820,1500,2700,3300,4200,5200,8100,10000,10000,10000,10000
GET,/api/customer/owners/8,197,85,760.0,1559.3163279187813,8.518900000012763,11514.96119999996,138.33502538071065,0.3284572561396254,0.1417201358978079,760,1400,2300,2900,4100,5800,10000,11000,12000,12000,12000
GET,/api/customer/owners/9,176,80,380.0,1491.7247454545445,8.857799999987037,12362.095699999998,139.27272727272728,0.2934440460942846,0.1333836573155839,410,1200,2500,3000,4300,6300,9300,10000,12000,12000,12000
GET,/api/vet/vets,1333,594,90,342.3835567891983,7.926999999995132,4235.115800000017,63.048762190547635,2.2225051900209167,0.9903736555682106,90,310,540,630,860,1100,2400,3300,4100,4200,4200
,Aggregated,6637,2994,480.0,2049.7137349856816,7.730100000003404,14368.854499999998,51881.16302546331,11.06584167004413,4.991883375035727,480,2400,3800,4400,6000,7900,10000,11000,13000,14000,14000
