Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,1461,87,8400.0,8391.742496646124,1041.9858999999985,13701.52680000001,325461.20054757013,2.448814219016248,0.14582261263135768,8400,9200,9700,9900,11000,11000,12000,13000,14000,14000,14000
POST,/api/customer/owners,378,0,4700.0,4487.466273544971,15.400400000000758,10533.117799999985,134.5899470899471,0.6335741100534851,0.0,4700,5200,5700,5900,6700,7500,8300,9700,11000,11000,11000
GET,/api/customer/owners/1,115,0,4500.0,4399.232814782608,45.50169999999909,9689.629099999991,132.0,0.1927540281908751,0.0,4500,4900,5300,5700,6300,7000,8000,9400,9700,9700,9700
GET,/api/customer/owners/10,95,0,4500.0,4378.860868421054,102.48960000000018,9783.198499999997,133.0,0.1592315885055055,0.0,4500,5000,5400,5600,7000,8000,8600,9800,9800,9800,9800
GET,/api/customer/owners/2,117,0,4200.0,4188.389464957261,312.65439999999955,9779.482299999983,133.0,0.19610627215941204,0.0,4200,5000,5300,5500,6500,7100,7800,7800,9800,9800,9800
GET,/api/customer/owners/3,116,1,4900.0,4569.280471551721,27.752999999989925,11826.289899999892,131.14655172413794,0.19443015017514356,0.001676121984268479,4900,5500,5800,6000,6900,7400,7800,8100,12000,12000,12000
GET,/api/customer/owners/4,132,0,4500.0,4343.784247727274,257.4711000000001,9490.259200000026,130.0,0.22124810192343924,0.0,4500,5000,5300,5400,6200,8000,9100,9300,9500,9500,9500
GET,/api/customer/owners/5,108,0,4500.0,4500.9863592592565,124.78489999999809,9040.912100000014,131.0,0.18102117430099574,0.0,4500,4900,5200,5800,6700,7800,8600,8700,9000,9000,9000
GET,/api/customer/owners/6,100,1,4800.0,4624.6669059999995,88.39770000000158,10385.398000000008,130.18,0.1676121984268479,0.001676121984268479,4800,5200,5700,6000,6800,8700,9800,10000,10000,10000,10000
GET,/api/customer/owners/7,135,1,4800.0,4902.083148148149,12.91270000000111,10321.32469999999,133.11111111111111,0.22627646787624467,0.001676121984268479,4800,5600,6100,6300,7400,8400,9100,9100,10000,10000,10000
GET,/api/customer/owners/8,105,0,4700.0,4598.723032380953,106.10499999999945,10036.385100000018,131.0,0.1759928083481903,0.0,4700,5300,5500,5900,6900,7500,7900,8200,10000,10000,10000
GET,/api/customer/owners/9,114,0,4600.0,4534.015136842105,161.78250000000105,10203.821199999993,132.0,0.1910779062066066,0.0,4700,5100,5600,6100,6800,8200,8800,9500,10000,10000,10000
GET,/api/vet/vets,769,0,290.0,407.36133940182145,13.417900000007421,4872.3092999999835,2.0,1.2889378059024603,0.0,290,470,600,690,900,1100,1700,2400,4900,4900,4900
,Aggregated,3745,90,5200.0,5178.9901667289605,12.91270000000111,13701.52680000001,127022.94125500668,6.277076831085454,0.1508509785841631,5200,7000,8000,8500,9700,10000,11000,12000,14000,14000,14000
