Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,2490,2107,180.0,2897.1347343775096,8.661000000074637,37631.975699999995,43001.60843373494,4.171489165807103,3.5298504708255294,180,1000,5300,7400,11000,12000,14000,15000,33000,38000,38000
POST,/api/customer/owners,632,503,130.0,2329.2669509493685,9.142300000007708,37624.634500000015,70.47151898734177,1.058787611562285,0.8426743174301097,130,690,1800,3700,8600,11000,15000,25000,38000,38000,38000
GET,/api/customer/owners/1,172,133,170.0,2091.0487941860465,8.832599999976765,28439.42960000001,144.37209302325581,0.2881510588429003,0.22281448154712644,180,1100,1700,3700,6800,11000,12000,28000,28000,28000,28000
GET,/api/customer/owners/10,212,163,140.0,1949.4825518867945,8.305000000007112,13395.289299999946,145.30188679245282,0.35516293299241203,0.2730733871592602,150,650,2800,3600,7800,10000,12000,13000,13000,13000,13000
GET,/api/customer/owners/2,181,143,110.0,2038.048033701655,9.869699999995873,32336.8495,144.85082872928177,0.3032287305265405,0.23956745008450436,110,510,2100,3400,7200,11000,15000,26000,32000,32000,32000
GET,/api/customer/owners/3,196,153,87,1909.8025969387738,10.450099999985696,25011.569300000006,144.2704081632653,0.32835818333260736,0.25632041862188226,95,810,1900,3700,7300,9600,13000,18000,25000,25000,25000
GET,/api/customer/owners/4,171,133,130.0,2166.174566081872,10.834099999982527,32537.297800000004,144.0,0.2864757619891625,0.22281448154712644,130,650,3300,3900,7400,11000,12000,20000,33000,33000,33000
GET,/api/customer/owners/5,170,123,130.0,2357.7178117647054,11.0464999999067,36661.7584,143.3,0.28480046513542473,0.2060615130097485,140,1600,3000,4300,8100,11000,12000,34000,37000,37000,37000
GET,/api/customer/owners/6,199,151,110.0,1932.1711527638183,11.392000000000735,28336.6934,143.65829145728642,0.33338407389382074,0.25296982491440667,110,670,1500,3300,6900,11000,14000,21000,28000,28000,28000
GET,/api/customer/owners/7,190,140,180.0,2359.871127894735,10.486199999945711,36635.13259999999,144.05263157894737,0.3183064022101806,0.23454155952329098,200,820,2600,4000,8700,11000,15000,20000,37000,37000,37000
GET,/api/customer/owners/8,186,134,130.0,2104.059841935485,11.91030000001092,37645.77010000002,143.247311827957,0.31160521479522946,0.22448977840086423,160,720,1900,3500,7600,9100,12000,22000,38000,38000,38000
GET,/api/customer/owners/9,182,145,89,2334.2071423076886,11.209899999926165,36664.03270000001,144.74725274725276,0.3049040273802783,0.24291804379197993,99,670,1800,3800,8800,11000,17000,29000,37000,37000,37000
GET,/api/vet/vets,1251,904,100.0,669.9318342126312,8.703799999977946,20766.813100000007,100.99920063948841,2.0957963640259787,1.5144683557789647,100,300,590,810,1600,3500,5800,7500,20000,21000,21000
,Aggregated,6232,4932,140.0,2159.8992146822893,8.305000000007112,37645.77010000002,17251.757862644416,10.440449992493924,8.262564082634793,140,650,1600,3700,8700,11000,13000,15000,34000,38000,38000
