Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,2656,310,3200.0,3376.122468599404,9.229000000004817,13087.656800000004,153519.3388554217,4.443018627310749,0.5185752162900347,3200,3800,4300,4500,5500,7600,10000,11000,12000,13000,13000
POST,/api/customer/owners,647,69,920.0,1492.3556111282842,9.48870000001989,10633.755099999917,125.92890262751159,1.082316661095653,0.11542480620649158,920,1500,2100,2400,3600,4100,7800,9500,11000,11000,11000
GET,/api/customer/owners/1,210,24,1100.0,1669.5745638095254,9.6149000000878,10555.127699999957,133.82857142857142,0.3512928884545396,0.04014775868051881,1100,1700,2300,2800,3900,5000,8300,10000,11000,11000,11000
GET,/api/customer/owners/10,169,13,1100.0,1709.4381106508877,11.625800000047093,10206.761000000028,134.23076923076923,0.2827071340419866,0.021746702618614354,1100,1700,2400,3100,4300,4800,7300,8500,10000,10000,10000
GET,/api/customer/owners/2,209,15,900.0,1377.4129918660287,9.464299999990544,10073.35409999996,134.07655502392345,0.34962006517618466,0.025092349175324255,900,1500,1900,2400,3100,4000,4600,7400,10000,10000,10000
GET,/api/customer/owners/3,222,26,880.0,1472.3505653153145,9.963900000002468,10611.411500000031,132.99099099099098,0.371366767794799,0.04349340523722871,890,1500,2100,2400,3400,4000,8300,10000,11000,11000,11000
GET,/api/customer/owners/4,184,25,970.0,1526.1188195652164,11.22859999998127,10383.435999999961,132.44565217391303,0.3077994832173109,0.04182058195887376,970,1600,2200,2600,3500,4100,7500,10000,10000,10000,10000
GET,/api/customer/owners/5,188,16,1100.0,1642.4270861702155,9.494000000017877,10586.412900000028,132.4468085106383,0.3144907763307307,0.026765172453679206,1200,1700,2200,2400,3700,5300,8200,8900,11000,11000,11000
GET,/api/customer/owners/6,205,19,880.0,1386.5756741463417,11.212500000056025,10746.129399999973,131.66829268292682,0.34292877206276484,0.03178364228874406,880,1400,1800,2300,3100,3700,7300,9700,11000,11000,11000
GET,/api/customer/owners/7,207,18,1100.0,1685.3127565217376,9.696200000007593,9807.369499999993,134.30434782608697,0.3462744186194747,0.030110819010389107,1100,1800,2300,2700,3900,5100,8100,8200,9800,9800,9800
GET,/api/customer/owners/8,197,18,980.0,1512.6514883248738,9.57400000004327,8361.884199999964,132.55329949238578,0.3295461858359252,0.030110819010389107,980,1600,2300,2600,3600,4300,6700,8200,8400,8400,8400
GET,/api/customer/owners/9,223,19,870.0,1501.2550439461884,10.039000000006126,10579.290700000001,133.36322869955157,0.37303959107315393,0.03178364228874406,870,1300,1800,2600,3600,4400,8500,9600,11000,11000,11000
GET,/api/vet/vets,1375,152,240.0,417.19169287272786,8.784899999909612,5406.181899999993,17.144727272727273,2.300132007738057,0.25426913830995246,240,440,580,660,950,1500,2200,3000,3700,5400,5400
,Aggregated,6692,724,1400.0,2034.650762313222,8.784899999909612,13087.656800000004,60986.35161386731,11.194533378751329,1.211124053528984,1400,2600,3200,3600,4500,5600,8700,10000,11000,13000,13000
