Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,4926,4857,140.0,2485.3218208485596,7.582700000000386,30884.017799999998,6927.884287454324,16.47747817506929,16.246673060558575,140,710,1700,3900,9600,14000,17000,18000,29000,31000,31000
POST,/api/customer/owners,1203,1174,120.0,2341.510808561926,7.435299999997369,29867.6188,55.94596841230258,4.024036996469419,3.927031948341727,120,500,1300,3000,9100,16000,18000,19000,29000,30000,30000
GET,/api/customer/owners/1,399,389,120.0,2490.182330576441,7.817400000007524,29865.9958,150.50375939849624,1.334655662170655,1.3012056455748993,120,650,1800,4700,10000,13000,16000,20000,30000,30000,30000
GET,/api/customer/owners/10,351,340,120.0,2265.787743304841,8.193199999993794,30723.8991,154.4814814814815,1.1740955825110273,1.137300564255696,120,500,1100,2000,9200,14000,18000,24000,31000,31000,31000
GET,/api/customer/owners/2,374,366,110.0,2594.1634457219234,8.5544000000084,29862.903799999996,150.3903743315508,1.2510306206812656,1.224270607404661,120,580,1500,2900,10000,16000,19000,24000,30000,30000,30000
GET,/api/customer/owners/3,379,374,120.0,2368.773080474933,7.891900000004171,29864.453900000004,150.87335092348286,1.2677556289791434,1.2510306206812656,120,580,1400,3000,8900,16000,18000,19000,30000,30000,30000
GET,/api/customer/owners/4,368,360,140.0,2203.554079076089,7.7125999999907435,29284.399900000004,150.2826086956522,1.230960610723812,1.2042005974472074,140,590,1300,2200,7500,15000,18000,20000,29000,29000,29000
GET,/api/customer/owners/5,373,366,140.0,2555.5527104557646,7.66869999999642,29290.7681,150.16353887399464,1.24768561902169,1.224270607404661,140,690,1600,4600,9300,15000,16000,19000,29000,29000,29000
GET,/api/customer/owners/6,350,340,160.0,2279.5403659999997,7.749599999982593,28251.9649,152.82857142857142,1.1707505808514518,1.137300564255696,160,730,1400,2900,8100,13000,18000,18000,28000,28000,28000
GET,/api/customer/owners/7,355,349,150.0,2654.9590549295795,8.112699999998085,29291.779599999998,149.89577464788732,1.1874755891493296,1.1674055791918763,150,870,2200,5300,9600,16000,18000,18000,29000,29000,29000
GET,/api/customer/owners/8,344,337,97,1728.0262796511636,8.301100000011274,29866.3894,150.22093023255815,1.1506805708939982,1.1272655592769694,98,420,950,1800,6600,9400,16000,18000,30000,30000,30000
GET,/api/customer/owners/9,337,329,110.0,1860.674740059347,7.734499999997979,19353.296500000004,150.59050445103858,1.1272655592769694,1.1005055460003645,110,430,820,1200,8700,12000,16000,18000,19000,19000,19000
GET,/api/vet/vets,2420,2198,120.0,1457.611879628099,7.606400000000235,29866.902000000002,187.0603305785124,8.094904016172896,7.352313647747117,120,540,1200,1800,5600,7600,9300,12000,29000,30000,30000
,Aggregated,12179,11779,130.0,2214.4492156334727,7.435299999997369,30884.017799999998,2889.801379423598,40.738775211970946,39.40077454814072,130,610,1400,2900,8300,13000,17000,18000,29000,31000,31000
