Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,4329,4260,370.0,2912.2365852390876,10.525700000002303,35850.94899999999,8588.098868098868,14.624868089063053,14.391762083485473,370,1400,3600,5600,9900,14000,18000,19000,33000,36000,36000
POST,/api/customer/owners,1129,1087,320.0,2784.108328786538,9.990900000005354,35787.7111,56.99379982285208,3.8141547869143424,3.6722641748236406,320,1200,3100,4500,9900,14000,18000,18000,36000,36000,36000
GET,/api/customer/owners/1,342,328,310.0,2714.50648625731,10.748000000006641,32576.45250000001,151.4561403508772,1.1553949841671436,1.108098113470243,310,1100,3000,4200,9600,14000,17000,18000,33000,33000,33000
GET,/api/customer/owners/10,333,322,390.0,2833.6872264264284,11.91590000001952,24827.0131,154.72372372372374,1.1249898530048503,1.087828026028714,390,1200,3200,5600,9500,14000,18000,19000,25000,25000,25000
GET,/api/customer/owners/2,306,298,380.0,2638.309779084966,11.376699999999573,35729.9519,150.69934640522877,1.0337744595179705,1.0067476762625986,380,1100,2500,4300,9600,13000,18000,19000,36000,36000,36000
GET,/api/customer/owners/3,295,280,440.0,3158.633141355931,11.961200000001782,29949.356600000003,156.22033898305085,0.9966126325418343,0.9459374139380122,440,2000,4200,6700,10000,14000,18000,23000,30000,30000,30000
GET,/api/customer/owners/4,312,305,370.0,2450.7750333333306,11.0833000000099,22325.201400000005,150.32371794871796,1.0540445469594995,1.0303961116110492,370,1400,2700,3400,8600,14000,17000,18000,22000,22000,22000
GET,/api/customer/owners/5,334,321,390.0,3180.8215005988045,11.630099999990762,32578.562199999993,151.4131736526946,1.1283682009117717,1.0844496781217927,400,1300,4100,6400,11000,15000,18000,25000,33000,33000,33000
GET,/api/customer/owners/6,350,336,330.0,2783.1802037142857,11.52630000001409,29945.022800000002,154.36,1.1824217674225153,1.1351248967256147,330,830,2400,4200,9600,15000,19000,30000,30000,30000,30000
GET,/api/customer/owners/7,337,322,340.0,3047.615338278934,11.41049999999666,35741.2403,151.35905044510386,1.1385032446325363,1.087828026028714,340,1300,4100,6100,9700,14000,18000,23000,36000,36000,36000
GET,/api/customer/owners/8,334,327,330.0,2613.549283532934,11.661299999957464,23150.346800000003,150.2574850299401,1.1283682009117717,1.1047197655633214,340,1100,3200,4300,8900,14000,18000,19000,23000,23000,23000
GET,/api/customer/owners/9,323,315,250.0,2370.864516718267,11.692799999991621,28789.048000000003,150.65944272445822,1.0912063739356355,1.0641795906802638,250,940,2900,4300,7900,12000,15000,18000,29000,29000,29000
GET,/api/vet/vets,2134,1911,340.0,1658.454346157451,10.666299999996909,23148.738799999996,193.60777881911903,7.209394433370422,6.456022850126933,340,960,2100,3100,5600,7400,9000,11000,20000,23000,23000
,Aggregated,10858,10412,350.0,2612.5880475870413,9.990900000005354,35850.94899999999,3513.7466384232825,36.68210157335335,35.17535840686637,350,1100,3100,4400,8700,13000,18000,19000,33000,36000,36000
