Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,6216,5661,19,2000.1134952702691,7.784300000025723,15499.261100000002,20507.969433719434,10.323193823755624,9.401480089491727,19,38,250,2100,10000,12000,13000,13000,14000,15000,15000
POST,/api/customer/owners,1602,1357,20,1649.473038951305,8.074300000089352,13896.72189999999,66.30898876404494,2.660514238361729,2.253631598911902,20,39,140,1400,9200,10000,12000,13000,14000,14000,14000
GET,/api/customer/owners/1,474,386,22,2037.428074050628,8.17779999999857,13836.391099999957,159.32489451476792,0.7871933514253805,0.641047750316871,22,59,760,3700,9800,11000,12000,13000,14000,14000,14000
GET,/api/customer/owners/10,497,419,20,1549.5744772635824,8.1299000000854,13731.051100000002,171.59959758551307,0.8253904971696501,0.6958523507325621,20,40,320,1400,8400,10000,12000,13000,14000,14000,14000
GET,/api/customer/owners/2,449,376,19,1542.087839866372,8.232700000007753,13784.928999999976,158.7305122494432,0.7456747147468267,0.6244402956454496,19,36,120,930,8100,10000,12000,13000,14000,14000,14000
GET,/api/customer/owners/3,477,397,19,1689.8003840670863,8.160099999997783,12738.486899999998,171.9832285115304,0.792175587826807,0.6593159504554347,19,31,87,1400,9400,11000,12000,12000,13000,13000,13000
GET,/api/customer/owners/4,478,394,19,1782.4701265690387,8.299099999987902,13606.398799999966,158.5439330543933,0.7938363332939491,0.6543337140540083,19,44,320,1800,9300,11000,12000,13000,14000,14000,14000
GET,/api/customer/owners/5,501,425,20,1566.4843876247526,8.098399999994399,13836.7978,157.5568862275449,0.8320334790382187,0.705816823535415,20,40,170,970,8400,10000,11000,12000,14000,14000,14000
GET,/api/customer/owners/6,504,418,20,1757.0859680555507,8.215999999947599,14791.883599999996,171.03571428571428,0.8370157154396451,0.6941916052654199,21,52,770,1900,8800,10000,11000,13000,15000,15000,15000
GET,/api/customer/owners/7,494,416,19,1618.983621862346,8.116000000029544,14788.7333,156.52631578947367,0.8204082607682236,0.6908701143311357,19,33,230,1000,8900,11000,12000,13000,15000,15000,15000
GET,/api/customer/owners/8,463,384,20,1536.6872062634998,8.068400000013298,13415.13340000003,158.40820734341253,0.7689251512868168,0.6377262593825868,20,36,110,1200,8300,10000,11000,12000,13000,13000,13000
GET,/api/customer/owners/9,444,372,18,1775.9659923423421,8.239500000001954,13811.541499999976,159.02702702702703,0.737370987411116,0.6177973137768809,18,40,180,2000,9000,11000,12000,13000,14000,14000,14000
GET,/api/vet/vets,3104,2527,19,308.19119813144255,7.720599999998967,11542.7746,234.54703608247422,5.154953930009243,4.1967037954682205,19,34,92,280,1000,1700,2500,3900,11000,12000,12000
,Aggregated,15703,13532,19,1533.993003406988,7.720599999998967,15499.261100000002,8220.601604788893,26.078686070533227,22.473207661367613,19,38,160,900,9000,11000,12000,13000,14000,15000,15000
