Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,7130,6929,19,1324.540361739128,7.785699999999451,16973.948699999994,10295.130294530154,11.787503157121884,11.455204681023497,19,38,160,810,4600,11000,13000,14000,16000,17000,17000
POST,/api/customer/owners,1765,1675,19,1134.6564216997153,7.593200000002298,16755.55030000001,58.10311614730878,2.9179443299186714,2.7691539674865577,19,38,130,630,3000,10000,13000,14000,16000,17000,17000
GET,/api/customer/owners/1,480,454,19,1173.2095337500007,8.468900000025315,14795.820999999989,152.25,0.793548599637939,0.7505647171575506,19,40,220,680,3600,11000,12000,13000,15000,15000,15000
GET,/api/customer/owners/10,560,530,18,1080.2988058928572,7.927300000005744,15478.878000000008,157.66071428571428,0.9258066995775954,0.8762099121002243,18,31,74,410,2500,10000,12000,13000,15000,15000,15000
GET,/api/customer/owners/2,548,515,20,1426.698964598541,7.986200000004828,16969.0559,152.91423357664235,0.905967984586647,0.8514115183615386,20,41,230,1200,6400,11000,13000,15000,17000,17000,17000
GET,/api/customer/owners/3,534,510,18,1228.1100558052442,8.02680000000322,15623.30609999998,155.38202247191012,0.8828228170972071,0.8431453871153102,18,36,110,660,4100,11000,13000,13000,16000,16000,16000
GET,/api/customer/owners/4,558,536,18,939.304298028675,8.172099999967486,16762.317199999983,151.32616487455198,0.922500247079104,0.8861292695956985,18,36,86,240,1800,9000,12000,15000,17000,17000,17000
GET,/api/customer/owners/5,529,497,18,1215.9632948960289,7.8072000000020125,15461.38890000003,152.75047258979205,0.8745566858509786,0.8216534458751159,18,32,85,350,4300,11000,13000,14000,15000,15000,15000
GET,/api/customer/owners/6,578,541,19,1003.8238550173004,8.189299999997957,15251.0001,157.57785467128028,0.9555647720640181,0.894395400841927,19,37,120,510,2600,9500,12000,12000,15000,15000,15000
GET,/api/customer/owners/7,526,507,18,1076.968682129278,8.328899999980877,16497.978999999985,150.91444866920153,0.8695970071032414,0.838185708367573,18,32,65,320,2500,11000,12000,14000,16000,16000,16000
GET,/api/customer/owners/8,499,486,19,1115.1865869739465,8.157999999980348,16050.917999999996,150.56312625250501,0.8249598983736074,0.8034679571334132,19,39,170,540,2200,11000,13000,14000,16000,16000,16000
GET,/api/customer/owners/9,516,495,21,1354.3769846899238,8.031500000015512,16276.675699999998,151.72674418604652,0.8530647446107844,0.8183469933766245,22,49,150,770,6000,11000,13000,15000,16000,16000,16000
GET,/api/vet/vets,3711,3340,19,379.95381120991726,7.782899999995152,7264.054500000043,191.28617623282133,6.135122610950815,5.521775672480659,19,34,94,330,1500,2300,3700,4400,7000,7300,7300
,Aggregated,17934,17015,19,1061.2138058492235,7.593200000002298,16973.948699999994,4183.894446303111,29.648959553972492,28.12964463091569,19,37,120,540,2500,10000,13000,13000,16000,17000,17000
