Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,7201,6869,18,1365.6692352173288,7.86589999999876,16071.164300000077,12497.606165810304,12.045185898374989,11.489846123585307,18,32,130,580,7800,11000,12000,13000,14000,16000,16000
POST,/api/customer/owners,1902,1715,18,1255.9021075709788,8.084000000000202,14093.82530000002,61.92797055730809,3.181494733885464,2.868697933025011,18,32,130,700,6200,11000,12000,12000,14000,14000,14000
GET,/api/customer/owners/1,550,505,17,1169.5708869090897,8.255300000001853,14299.519100000027,152.9909090909091,0.9199905907660386,0.8447186333397263,17,32,150,520,5000,10000,11000,12000,14000,14000,14000
GET,/api/customer/owners/10,539,486,20,1358.670054545456,8.114100000000235,14091.308199999987,163.1595547309833,0.9015907789507178,0.8129371402041723,20,59,390,1100,7200,11000,12000,12000,14000,14000,14000
GET,/api/customer/owners/2,586,539,17,1190.388608873721,8.051299999998207,14180.284799999981,153.2935153583618,0.9802081567070884,0.9015907789507178,17,32,110,480,5300,10000,12000,14000,14000,14000,14000
GET,/api/customer/owners/3,536,500,18,1013.7746785447752,8.248500000007652,13841.614300000003,157.6044776119403,0.8965726484556303,0.8363550825145806,18,33,120,350,2000,10000,11000,12000,14000,14000,14000
GET,/api/customer/owners/4,525,478,18,1139.7632965714297,8.27270000002045,14415.85839999999,153.37142857142857,0.8781728366403095,0.799555458883939,18,33,110,430,5000,10000,12000,12000,14000,14000,14000
GET,/api/customer/owners/5,543,494,17,1211.0317329650102,7.937400000002981,13835.98509999996,153.68508287292818,0.9082816196108344,0.8263188215244056,17,31,91,480,6000,10000,11000,12000,14000,14000,14000
GET,/api/customer/owners/6,522,472,18,1201.0080084291196,8.165799999972023,13348.378800000035,160.93103448275863,0.8731547061452221,0.789519197893764,18,30,130,550,5900,10000,12000,13000,13000,13000,13000
GET,/api/customer/owners/7,562,513,16,1023.0458898576506,8.203899999998043,13823.939600000016,152.7081850533808,0.9400631127463885,0.8581003146599596,16,24,52,120,2700,9900,11000,12000,14000,14000,14000
GET,/api/customer/owners/8,535,492,18,1179.984599065421,8.227699999991955,13057.715099999996,152.90280373831774,0.8948999382906012,0.8229734011943473,18,34,130,520,5300,10000,11000,12000,13000,13000,13000
GET,/api/customer/owners/9,554,508,17,1126.3635166064983,7.941699999989282,13956.548700000014,153.64620938628158,0.9266814314261552,0.8497367638348139,17,30,86,320,4200,10000,11000,12000,14000,14000,14000
GET,/api/vet/vets,3549,3153,17,262.84440560721373,7.815499999999531,7402.729500000021,196.35249366018596,5.936448375688493,5.274055150336945,17,30,73,220,920,1500,2400,3500,7200,7400,7400
,Aggregated,18104,16724,18,1076.3049020934575,7.815499999999531,16071.164300000077,5062.804904993372,30.28274482768793,27.974404799947692,18,31,110,440,2900,10000,12000,12000,14000,14000,16000
