Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,7342,7105,20,1225.7071053663867,7.839100000012422,16689.681699999994,10468.937482974667,12.210008091941841,11.815868631605392,20,37,120,420,4400,11000,12000,13000,16000,17000,17000
POST,/api/customer/owners,1822,1726,20,1017.8463922063669,7.830099999978302,16271.022199999998,58.24478594950604,3.030051041067561,2.870399614095835,20,39,95,350,2400,10000,12000,13000,14000,16000,16000
GET,/api/customer/owners/1,581,544,21,1103.292864199656,8.103000000005522,14415.547500000002,151.88468158347678,0.9662237403184705,0.9046914195064508,21,41,97,310,4100,10000,12000,13000,14000,14000,14000
GET,/api/customer/owners/10,522,492,19,1075.4099494252882,7.880699999986973,14421.047100000003,157.27586206896552,0.8681046341587635,0.8182135632300989,19,33,110,390,2800,11000,12000,13000,14000,14000,14000
GET,/api/customer/owners/2,578,548,22,1124.5022517301043,8.064300000000912,14811.0325,151.42560553633217,0.961234633225604,0.9113435622969395,22,51,200,530,3800,10000,12000,13000,15000,15000,15000
GET,/api/customer/owners/3,572,541,19,1023.3107283216787,8.110800000054041,16692.792699999998,155.75,0.9512564190398711,0.8997023124135843,19,35,110,310,2600,10000,12000,13000,17000,17000,17000
GET,/api/customer/owners/4,564,530,19,1094.908057269503,8.172000000001844,15060.718800000017,151.61702127659575,0.9379521334588938,0.8814089197397407,19,35,91,320,4100,10000,12000,13000,15000,15000,15000
GET,/api/customer/owners/5,512,481,21,1062.9741085937496,8.149600000024293,13243.146400000001,151.814453125,0.851474277182542,0.7999201705562552,21,40,210,800,3000,8800,11000,12000,13000,13000,13000
GET,/api/customer/owners/6,551,505,21,1158.6769259528132,8.32279999997354,13708.130100000006,159.27041742286752,0.9163326693898058,0.8398330272991869,21,43,130,620,4400,10000,11000,13000,14000,14000,14000
GET,/api/customer/owners/7,525,497,19,1122.1200512380956,8.349500000008447,14343.9956,150.88,0.87309374125163,0.8265287417182097,19,32,130,570,3100,11000,12000,13000,14000,14000,14000
GET,/api/customer/owners/8,584,556,19,1077.8443655821893,8.141800000032617,14341.356999999998,150.92465753424656,0.971212847411337,0.9246478478779167,19,39,140,420,2900,10000,12000,13000,14000,14000,14000
GET,/api/customer/owners/9,535,505,21,1142.3143962616834,8.377699999982724,13691.732000000002,151.81308411214954,0.8897240982278515,0.8398330272991869,21,50,220,890,3100,10000,12000,13000,14000,14000,14000
GET,/api/vet/vets,3662,3283,19,353.3655833970499,7.838900000024296,7821.38580000003,192.19661387220097,6.090036724692322,5.459746195293526,19,38,110,300,1200,2300,3400,4400,5800,7800,7800
,Aggregated,18350,17313,20,992.6577579782019,7.830099999978302,16692.792699999998,4278.987029972752,30.516705051366493,28.79213703293232,20,38,120,410,2500,10000,12000,13000,15000,17000,17000
